_source.text,_source.publication_date
"Zarayda schrijft vol trots bij het plaatje: ,, Heerlijk even in een cocon gezeten met dit kleine wonder. Ik moet mezelf nog elke dag in mn arm knijpen dat ze er echt is. Wat een liefde, wat een wonder. Een intens mooi avontuur. Welkom lieve Eleia!!!"" Wanneer Groenhart precies is bevallen van Eleia is niet bekend. Zarayda Groenhart is een Nederlandse presentatrice. Ze is vooral bekend van presentatrice van de BNN-programma's Try Before You Die en Spuiten en Slikken. In 2013 was Groenhart Wie is de Mol-kandidate.",2017-10-09T17:44:50
",,Een ding wil ik ophelderen. Niet iedereen wist ervan. Harvey steunde mijn werk. Hij dreef mij soms tot razernij, maar was altijd respectvol in zijn samenwerking met mij en anderen"", schreef ze in een verklaring tegenover  The Huffington Post . Streep, zelf groot voorvechtster van vrouwenrechten, benadrukt ook nooit iets te hebben gehoord over schikkingen die de miljonair met zijn slachtoffers trof. Onvergeeflijk Desondanks heeft ze geen goed woord over voor Weinstein, met wie ze samenwerkte aan films als  The Iron Lady  en  August: Osage County . ,,Dit gedrag is onvergeeflijk, maar misbruik van macht is een bekend verschijnsel"", schrijft ze. ,,Iedere moedige stem die klinkt en aandacht krijgt in de media zal voor verandering zorgen."" Weinstein gold jarenlang als een van de machtigste mannen van Hollywood. Hij staat erom bekend artistiek aandoende films om te toveren tot grote commerciële successen. Dankzij dit talent werd hij door veel acteurs op handen gedragen. Zo grapte Streep bij de uitreiking van de Golden Globes in 2012 nog dat Weinstein God was. Vandaag werd de 65-jarige zakenman ontslagen als topman van zijn eigen bedrijf, The Weinstein Company.",2017-10-09T14:43:44
"Plotseling klonk daar vanmorgen  het stemgeluid van Giel Beelen . Op 3FM nog wel, zijn oude station en dwars door In your arms, het nummer van Chef’Special. ‘Hé hallo, Giel hier. Misschien ken je me. Ik heb hier heel lang op de radio gezeten, maar ik ben vandaag begonnen bij Veronica. En dat wilde ik je even laten weten’, zo klonk het promotiepraatje. 3FM-dj Sander Hoogendoorn, deze week invaller voor Domien Verschuuren, reageerde verbijsterd. ‘Zit dat nu in die plaat gewoon? Wat zullen we nou hebben?’ Je wilde knallen met je eerste ochtendshow… ,,Nou, dat is gelukt, het was een lekkere dag om te beginnen.” Met een echt Giel-stuntje… Jouw stem door een plaatje dat gedraaid wordt op 3FM. Hoe heb je dat voor elkaar gekregen? ,,Ik ben zaterdag spullen gaan ophalen bij 3FM. Daar heb ik met bonzend hart een file aangepast. Doodeng, vond ik het, maar ja, alles voor de show hè. Ik lees nu overal hacken van computers, maar dat is het niet, hoor. Ik ben langs gegaan.” Hoe ging dat? ,,Het was zeker geen koud kunstje. Ik moest de playlist weten, een plaat eruit halen, mijn presentatiepraatje er doorheen, dan weer terugslepen. Het duurde mij eigenlijk ook allemaal te lang. Op een gegeven moment zag ik een collega ook kijken en zeggen: wat ben jij daar allemaal aan het doen? Ach, even een dingetje opzoeken nog. Ik had overigens niet alleen een nummer van Chef’Special gebruikt.” Heb je bij nóg een plaatje ingesproken? ,,Ja, bij Imagine van John Lennon, want je wilt toch op zeker gaan. Stel dat ze een andere plaat van Chef’Special uitkiezen. Maar nadat ik allerlei sms’jes binnen kreeg van ‘haha, je bent op 3FM’, heb ik onmiddellijk Sander geappt dat hij beter een andere versie van Imagine kon nemen. Hij vatte het sportief op, zowel in als buiten de uitzending.” Had deze stunt iets te maken met het feit dat BNNVARA je Facebookpagina uit de lucht heeft gehaald? ,,Welnee, helemaal niks, dat staat er los van, al vond ik dat wel een rare actie. Kijk, hun argument is dat de pagina ook werd gevuld door redacteuren van BNNVARA, maar wat mij betreft gaat die content er gewoon af. Die pagina heette Giel, hoort gewoon bij mij. Daar staan al weken persoonlijke dingen op. Maar ik ga er vanuit dat we daar wel uitkomen, hoor.” Hoe kijk je terug op je eerste werkdag? ,,Ik werd al voor de wekker wakker. Met veel kriebels. Ik stond echt te stuiteren. Het gevoel alsof je op vakantie gaat. De opwinding, de zin, maar ook een beetje misselijk. En dan al die pers en cameraploegen erbij, wat natuurlijk hartstikke leuk is voor zo’n eerste uitzending, want iedereen moet natuurlijk ook weten dat ik er zit. Maar ik kijk uit naar morgen. Om in alle rust radio te maken.”",2017-10-09T14:59:37
"„Hi baby girl”, schrijft ze bij een foto van zichzelf waarop te zien is dat ze haar buik vasthoudt. Ze oogt sereen en dat is geen wonder, want gemakkelijk was het niet. „Het was een lange weg met vele hobbels en eindeloos veel bezoeken aan het ziekenhuis en hormoonbehandelingen, maar het is ons gelukt. Na 2,5 jaar ben ik zo zo ZO blij en trots om jullie te vertellen dat ik zwanger ben”, zo schreef ze vorige maand.",2017-10-09T13:32:40
"Nadat de 27-jarige Michael P. uit Zeewolde maandagmiddag werd aangehouden op het terrein van de forensische psychiatrische kliniek in Den Dolder was er bij familie en vrienden van Anne Faber hoop. Zou de man, opgepakt wegens het vermoeden van betrokkenheid bij haar verdwijning, iets kunnen of willen zeggen over de verblijfplaats van hun Anne? Het antwoord daarop is vooralsnog negatief. P. houdt in de verhoorkamer zijn kaken stijf op elkaar. Afgesloten van buitenwereld Ook zijn advocaat Niels Dorrestein zegt niets, omdat zijn cliënt volledig is afgesloten van de buitenwereld. Of er sporen van Anne zijn gevonden in de kamer van P. is niet duidelijk. Medewerkers van de forensische opsporingsdienst zijn  de hele dag druk geweest met het sporenonderzoek in en rond zijn kamer. En dus zijn er nog veel vragen te beantwoorden. Is er mogelijk een tweede verdachte? En heeft P. eventueel de beschikking gehad over een auto? De gevonden fiets, tas en jas zijn namelijk op verschillende plekken gevonden, op flink wat afstand van elkaar. ,,We hebben momenteel één verdachte”, zegt politiewoordvoerder Bernhard Jens nadrukkelijk. ,,Uiteraard onderzoeken we of de verdachte mogelijk gebruik heeft kunnen maken van een auto. Maar of dat zo is, kan ik nog niet zeggen.” Ook is nog onduidelijk in wat voor soort regime P. precies zat in de kliniek. Hij zat daar sinds eind januari in het kader van een traject naar resocialisatie in de samenleving. De Dienst Justitiële Inrichtingen weigert ieder commentaar. Of P. begeleiding had, naar buiten mocht of helemaal niet naar buiten mocht blijft daarom vooralsnog onduidelijk. Hij wordt donderdag of vrijdag voorgeleid bij de rechter-commissaris, die zal beslissen over zijn voorarrest. Massale inzet hulpdiensten De zoektocht naar Anne concentreerde zich dinsdag de hele dag op het bosrijke gebied rond de geestelijke gezondheidsinstelling. De inzet van de hulpdiensten was opnieuw massaal. Onder meer eenheden van het leger, de Mobiele Eenheid (ME)  en veteranen kamden het immense gebied uit met speurhonden. Ook vloog er in de ochtenduren een helikopter laag over het gebied, maar dat leidde niet tot de vondst van nieuwe sporen die aanknopingspunten boden voor het onderzoeksteam. Wel heeft de politie graafmachines en hekken klaarstaan, mochten die snel nodig zijn. De zoektocht in het bosrijke gebied is ook nog eens erg moeilijk. Het gebied is groot, slecht toegankelijk en dichtbebost. Door de vele hoge en dichtgegroeide struiken is het zoeken lastig. Doordat de zoekers in linie moeten blijven lopen, om zo niets over het hoofd te zien, kost het zoeken ook nog eens veel tijd. Minutieus zijn grote stukken bos uitgekamd, maar nog steeds zijn er veel stukken die nog niet volledig zijn doorzocht. Ook het weer speelt een rol in de zoektocht. Rond 19.30 uur vertrokken de laatste agenten omdat zoeken door de duisternis niet meer mogelijk was. Een particuliere zoekgroep ging daarna op eigen houtje het gebied in.  De politie zei dinsdagavond ruim 2.000 tips te hebben ontvangen in deze zaak. Anne is sinds vrijdagavond 29 september vermist.",2017-10-10T19:12:53
"FC Lisse en Hoek maken zich op voor de bizarste penaltyreeks uit de geschiedenis van het Nederlandse bekervoetbal. De Zeeuwen leggen woensdag zo’n 200 kilometer af om op Sportpark Ter Specke alleen de strafschoppenserie opnieuw af te werken. ||| De club uit Lisse neemt een flink aantal maatregelen om de bijzondere avond in goede banen te leiden. De leiding van FC Lisse, dat op 20 september in het KNVB-bekertoernooi de strafschoppenserie van Hoek won, is bang dat de supporters hun ongenoegen willen botvieren op de bezoekende club. Zij vinden dat de pingels niet opnieuw genomen moeten worden, maar de KNVB en de rechter dachten daar anders over.||Sportiviteit||„Op social media zijn grenzen opgezocht en soms ook overschreden. Er is begrip voor emotie maar er zijn ook berichten verstuurd die niet bijdragen aan de sportiviteit en respect”, schrijft voorzitter Leon Annokkee op de website van FC Lisse. „Er is afgelopen weken regelmatig contact geweest tussen beide verenigingen. Ik wens nogmaals te benadrukken dat wij een zaak zijn begonnen tegen de KNVB (betaald voetbal) en niet tegen HSV Hoek.”||Vervolgens somt hij een lijst met maatregelen op, die bijna onwerkelijk zijn voor een wedstrijd (lees: penaltyserie) waarin twee amateurclubs in de eerste ronde van de KNVB-beker vechten om een plekje in de volgende ronde. De opvallendste regels voor woensdagavond:||Het duel tussen FC Lisse en Hoek op 20 september was na verlenging nog onbeslist en tot ieders verbazing paste Marc Nagtegaal de ABBA-vorm toe. Deze variatie op de traditionele strafschoppenserie behelst dat een speler van ploeg A de eerste strafschop neemt en ploeg B vervolgens twee pingels mag nemen. Daarna mag team A twee keer aanleggen.||FC Lisse won de reeks, maar de KNVB startte een onderzoek naar de strafschoppenserie die niet aan de regels van de bond voldeed en besliste dat de penalty’s moeten worden overgenomen. FC Lisse probeerde dat via de rechter te voorkomen, maar die gaf de KNVB gelijk. Dus doet de uitzonderlijke situatie zich voor dat FC Lisse en Hoek woensdagavond geen wedstrijd spelen, maar alleen een strafschoppenserie afwerken.||Bekijk hier de samenvatting van de wedstrijd die op 20 september werd gespeeld:",2017-10-10T11:46:30
"'Dienst start 20.45 uur, geen bloemen aub.' Met die boodschap op een bord buiten hoopt de kroeg toch wat voetbalkijkers naar binnen te lokken. Het Nederlands Elftal speelt vanavond een vrijwel overbodige kwalificatiewedstrijd tegen Zweden, omdat voor Oranje deelname aan het WK nagenoeg uitgesloten is.  Als het zover komt, belooft Café Franske als goedmaker 'koffie en cake'. ,,Ook een begrafenisondernemer komt langs"", aldus eigenaar Björn van de Brug.  Volg de wedstrijd tussen Oranje en Zweden hier  in ons liveblog .",2017-10-10T17:35:57
,2017-10-05T12:43:24
,2017-10-10T10:02:23
"57' GOAL! 2-0 Portugal!  Doelpunt André Silva Valt hier al de beslissing? Zwitserland wordt tegen de muur gezet door de felle Portugezen en dat resulteert in de treffer van André Silva. De aanvaller van AC Milan kan van dichtbij binnentikken. 55' Schietkans  Ronaldo  net buiten de zestien. Over. 51' Shaqiri probeert Patricio te verrassen door een vrije trap in de  korte hoek  te schieten, maar de Portugese doelman staat op te letten. RUST Remo Freuler wordt vervangen door Denis Zakaria 45' Tweede helft begonnen.  Eén goaltje voor de Zwitsers de komende 45 minuten, en de rollen zijn omgedraaid. 45'+1' Einde eerste helft. De Portugezen gaan  tevreden  rusten. Bij deze stand is het WK bereikt, en moet Zwitserland playoffs spelen. 45'+1' Gele kaart Eliseu 41' GOAL! 1-0 Portugal!  Doelpunt João Mário João Mário lijkt 'm te maken, maar het is Djourou die de bal over de eigen doellijn loopt. Niet dat iemand daar in Portugal om maalt. 40' Nu schreeuwt Portugal om een strafschop vanwege  hands , maar Cakir wil opnieuw van niets weten. 35' Seferovic valt na een stevig duel in het strafschopgebied, maar de bal gaat niet op de stip. De Turkse arbiter Cakir ziet er niets in. Tien minuten tot de rust, en nog niet gescoord in Lissabon.  Bij deze stand grijpen de Zwitsers het directe ticket. 27' Gele kaart Remo Freuler 23' Het affiche is spectaculair, de wedstrijd tot dusver niet. Halverwege de eerste helft zijn er nog  geen grote kansen  te noteren geweest. 15' Mehmedi speelt de bal de zestien in, maar niemand staat op de juiste plek om af te ronden. De Zwitsers lijken het  initiatief  even over te nemen. 8' Portugal opent energiek en  gaat op jacht  naar de goal. Maar de Portugezen zijn ook slordig; voorlopig kunnen de Zwitsers de bal uit het strafschopgebied houden. 0' Aftrap eerste helft! Wie gaat hier het  directe ticket  grijpen? 20:18 De wedstrijd wordt vanavond gespeeld in het  Estádio da Luz  in Lissabon. Een stadion dat in 2003 in gebruik werd genomen en plaatsbiedt aan ruim 66.000 toeschouwers. 20:07 Zwitserland heeft een kwalificatiecyclus afgewerkt  om de vingers bij af te likken . Negen wedstrijden, negen overwinningen. Toch zou het zomaar kunnen dat de ploeg van bondscoach Vladimir Petkovic vanavond zich tevreden moet stellen met een ticket voor de play-off.   Stand groep B 1. Zwitserland 9-27 (23- 5)  2. Portugal 9-24 (30- 4)  3. Hongarije 9-10 (13-14)  4. Faeröer 9- 9 ( 4-15)  5. Letland 9- 4 ( 3-18)  6. Andorra 9- 4 ( 2-19) 20:01 Opstellingen Portugal:  Patricio; Cédric, Pepe, Fonte, Eliseu; William; Moutinho, Bernardo, João Mário; André Silva, Ronaldo. Zwitserland:  Sommer; Lichtsteiner, Schär, Djourou, Rodriguez; Shaqiri, Freuler, Dzemaili, Xhaka, Mehmedi; Seferovic. 19:59 Goedenavond, welkom in dit liveblog. Terwijl Nederland gaat proberen het wonder van Amsterdam te bewerkstelligen, nemen wij  Portugal - Zwitserland  onder de loep. Als Portugal wint, zijn Cristiano Ronaldo en kornuiten geplaatst voor het WK en moet Zwitserland play-offs spelen. Bij een gelijkspel of Zwitserse winst, zijn de rollen omgedraaid. De wedstrijd start om 20.45 uur, mis hier niets! Zwitserland heeft na negen wedstrijden in de WK-kwalificatie de maximale score van 27 punten, maar toch kan de ploeg van bondscoach Vladimir Petkovic nog naast een ticket voor het WK grijpen. De ongeslagen koploper van groep B heeft in Lissabon wel genoeg aan een gelijkspel tegen Europees kampioen Portugal.  ,,Dit is een unieke situatie die slechts sporadisch voorkomt in een kwalificatiereeks'', zegt de Zwitserse middenvelder Granit Xhaka. ,,Deze wedstrijd voelt bijna als een WK-finale."" Portugal verloor in september vorig jaar, zonder de toen geblesseerde Cristiano Ronaldo, de openingswedstrijd tegen Zwitserland in Basel met 2-0. Sindsdien loopt de ploeg van bondscoach Fernando Santos steeds drie punten achter op de Zwitsers. Beide landen rijgen de zeges aaneen, waardoor het in het Estádio da Luz van Benfica tot een rechtstreeks gevecht om kwalificatie voor het WK komt. Portugal gaat bij winst naar het WK, omdat het over een flink beter doelsaldo beschikt. Bij ieder ander resultaat kunnen de Zwitsers de tickets naar Rusland boeken. Voor de nummer twee wacht een plek in de play-offs. ,,Als we we het halen zijn we helden, als we verliezen zijn we 'losers'. Het klinkt hard, maar zo is het wel'', zei Xhaka, middenvelder van Arsenal. ,,Die negen overwinningen op rij zijn nu niet relevant. We gaan niet negentig minuten lang verdedigen, dat past niet bij onze stijl. Ik ben ervan overtuigd dat we Portugal kunnen verslaan of ieder geval een punt pakken. Maar ik weet ook dat we met 27 punten, een record voor Zwitserland, in de play-offs terecht kunnen komen.''",2017-10-10T18:53:00
"Op oude beelden van AT5 is te zien hoe Eberhard van der Laan een tierende Amsterdammer tijdens een debat van repliek dient: ""Je bent gewoon een ouwehoer."" Gevolgd door de uitsmijter: ""Flikker op, ik woon in de Baarsjes, waar woon jij?"" Van der Laan was toen nog fractievoorzitter van de PvdA in de gemeenteraad, voorzien van een krullenbos en hij sprak met een licht, aangeleerd, Amsterdams accent. Hij pikte het niet dat de bewuste Amsterdammer de lokale politici afschilderde als 'een zooitje'. ""Dan ga ik met u ruzie maken.""  In de twaalf jaar die zaten tussen zijn raadslidmaatschap en zijn benoeming tot burgemeester, is Van der Laan niet alleen zijn krullen kwijtgeraakt. Ook het Amsterdamse accent was weg, net als de verbale drift.  Als burgemeester was hij, met al zijn ervaring als advocaat en ­minister, meer een bemiddelaar, iemand die partijen bij ­elkaar probeerde te brengen. Als raadslid omschreef hij zichzelf als 'amateurpoliticus', als 'burger die zich met de politiek wilde bemoeien'.  Als burgemeester keerde hij terug als op en top professional. Als de ervaren rot die, als hij verbaal even versnelde, raadsleden al snel op achterstand zette. De gemeenteraad die in 2014 aantrad, was vooral jong en onervaren. Van der Laan zag het als zijn taak de raadsleden te helpen, bij te staan in hun nieuwe werk en wegwijs te maken in het politieke mijnenveld. Hij nodigde ze uit op zijn kamer, gaf gevraagd en ongevraagd advies en liet dan graag zijn licht schijnen op de landelijke politiek. Hij durfde zich kwetsbaar op te stellen en vroeg ook weleens of zijn reactie wel goed was, of hij het niet anders had moeten doen.  Van der Laan leidde de raad met liefde, geduld en humor. En vooral: met gezag. Als hij, als vriendelijke bovenmeester, de 'lieve gemeenteraad' tot stilte maande, was het ook stil. Maar hij kon in de gemeenteraad ook nors zijn, nukkig en het lukte niet altijd zijn ergernis te verbergen. Hij was allergisch voor te grote woorden. Toen een stadsdeelbestuurder Nieuw-West omschreef als 'banlieue', kon die rekenen op een publieke oorwassing. Raadsleden kregen te horen dat Van der Laan 'te veel opwinding proefde'. Als de burgemeester boos was, of in zijn eigen woorden 'enigszins geënerveerd raakte', dan nam hij eerst een aanloopje. ""Ik ben maar een eenvoudige dienaar van de raad,"" begon hij dan en iedereen wist dat dan snel een komma en een 'maar' zouden komen, gevolgd door een uitbrander.  Of 'ik ben maar een bestuurder met een meninkje'. In het ergste geval kon hij raadsleden uitmaken voor 'naïef', of stellen dat hij besluiten niet kan uitleggen aan burgers. Van der Laan was als advocaat getraind om met winnende argumenten te komen. Wie het ­tegen hem opnam, moest van goeden huize komen. Peter Kwint, inmiddels Kamerlid, beschreef gisteren hoe hij als beginnend raadslid vol bravoure het debat aanging en verbaal ­alle hoeken van de raadzaal te zien kreeg.  ""Als je met zo'n grote bek mijn commissie in komt wandelen, denk je nou echt dat ik je dan daarmee weg laat komen?"" zei Van der Laan na afloop.  Vervolgens masseerde hij, met humor en relativeringsvermogen, de spanningen weg tijdens een rookpauze, ook toen hij de sigaretten had afgezworen. Niet voor niets liepen raadsleden met hem weg, ook zijn politieke tegenstanders, zelfs zij die doelwit waren geweest van een politieke schrobbering. Politiek verslaggevers Michiel Couzy en Ruben Koops belichten beurtelings op zaterdag in  'Republiek Amsterdam ' een politiek onderwerp uit de stad. Reageren?  m.couzy@parool.nl",2017-10-07T08:00:00
"De staking is een initiatief van FNV Taxi. Die heeft de werkgevers in de branche, verenigd in KNV Taxi, een ultimatum gesteld. Daaraan werd tot nu toe geen gevolg gegeven. ,,De werkgevers kunnen vannacht natuurlijk nog reageren maar over het algemeen gebeurt dat niet. In dat geval is de staking een feit"", zegt FNV-bestuurder en cao-onderhandelaar Minke Jansma tegen deze krant.  Unieke situatie Ze wil nog niet vooruitlopen op het aantal taxichauffeurs dat gaat staken en waar en hoe ze dat gaan doen. Dat maakt FNV Taxi pas morgenochtend bekend als het ultimatum daadwerkelijk is verstreken zonder reactie van de werkgevers, zegt Jansma. ,,Wij weten wie waar gaat staken en dat zijn substantiële aantallen maar die zijn voor ons niet het belangrijkste. Dát is de staking als zodanig. De eerste in 25 jaar voor de cao in de taxisector.""  De loyaliteit naar de klanten en cliënten is groot maar kan volgens FNV Taxi niet verhinderen dat veel werknemers in actie willen komen. Het water staat menig taxichauffeur aan de lippen. Jansma: ,,Ze betreuren het ongemak dat een staking met zich meebrengt voor hun cliënten, maar al willen ze nog zo graag, uiteindelijk moet ook bij hen brood op de plank komen.""  Het loon van de werknemers in de taxisector loopt volgens FNV Taxi al jaren achter. De werknemers, met name de chauffeurs, dragen een grote verantwoordelijkheid voor vaak kwetsbare groepen die ze vervoeren maar krijgen daar niet de waardering voor. Jansma: ,,Voor ons is de maat vol. Nu zijn de werknemers weer eens aan de beurt. We eisen 3 procent erbij."" Onbetaald terug De FNV stuurde in de cao-onderhandelingen ook aan op het instellen van een limiet aan het aantal werkonderbrekingen. Zodat er een einde komt aan het gesjoemel met betaalde uren en de chauffeurs niet meer 7 keer per dag onbetaald naar huis of de standplaats gestuurd worden.  Jansma: ,,Wij willen dat taxi-werkgevers zich aan de wet gaan houden met betrekking tot arbeidstijd en roosters. Maar werkgevers willen dit niet veranderen. Ze houden vast aan een oneindig aantal onbetaalde onderbrekingen van de werktijd."" Steunbetuigingen Hoewel de tijd zal leren of de taxistaking doorgaat, lijkt die onafwendbaar. FNV Taxi zegt de op handen zijnde actie bewust te coördineren. ,,Wij willen niet dat mensen ergens blijven staan.""  Van ouders, verzorgers en gebruikers van het taxivervoer ontvangen de chauffeurs volgens haar veel steunbetuigingen. ,,In busjes van het leerlingenvervoer zijn petities rondgegaan en ouders richtten op Facebook groepen op waarin ze om ondersteuning van de chauffeurs vroegen. Die laatsten en de ouders staan veel dichter bij elkaar dan de chauffeurs en de taxibedrijven.""",2017-10-10T20:25:14
,
"Dankzij de afsluitende overwinning kwam de ploeg van bondscoach Fernando Santos in de eindstand in punten op gelijke hoogte met de Zwitsers. Op basis van een beter doelsaldo verzekerde Portugal zich van het begeerde WK-ticket en moet Zwitserland als nummer twee de play-offs in. Zwitserland verkeerde vooraf in een curieuze situatie. De ploeg van bondscoach Vladimir Petkovic won negen keer op rij in de kwalificatie, maar was nog altijd niet zeker van het WK-ticket. Portugal maakte na de nederlaag in de openingswedstrijd in Basel (2-0), zonder Cristiano Ronaldo, geen misstap meer en bouwde zelfs een beter doelsaldo op. Portugal wist derhalve dat een afsluitende zege in Lissabon meteen het WK-ticket zou opleveren, zonder in de voorgaande dertien maanden ook maar één dag aan kop te hebben gestaan in de poule. Zichtbaar nerveus begonnen beide ploegen in Estádio da Luz aan de 'finale'. Portugal bleek voor eigen publiek iets beter bestand tegen de grote druk. Dat werd in de 41ste minuut eens te meer duidelijk. Onder druk van middenvelder João Mário werkte Djourou de bal in eigen doel, 1-0. Na de pauze maakte Silva er van dichtbij snel 2-0 van, waarna de weg naar Rusland voor Portugal volledig open lag. Zwitserland kon er niets meer aan doen. 90'+3' Einde tweede helft! Portugal wint en  gaat naar Rusland . De Zwitsers moeten genoegen nemen met de play-offs. Bedankt voor het volgen van dit liveblog! Hier volgt nu een verslag. 90'+1' João Mário wordt vervangen door Danilo Pereira 76' Zwitserland  vecht  voor wat het waard is, maar de Portugezen houden betrekkelijk eenvoudig stand. Voor de Zwitsers, die de eerste negen kwalificatieduels wonnen, lijken slechts de playoffs te resten. 75' André Silva wordt vervangen door André Gomes 69' Gele kaart Denis Zakaria 66' Blerim Dzemaili wordt vervangen door Steven Zuber 68' Eliseu wordt vervangen door Vitorino Antunes 66' Admir Mehmedi wordt vervangen door Breel Embolo 57' GOAL! 2-0 Portugal!  Doelpunt André Silva Valt hier al de beslissing? Zwitserland wordt tegen de muur gezet door de felle Portugezen en dat resulteert in de treffer van André Silva. De aanvaller van AC Milan kan van dichtbij binnentikken. 55' Schietkans  Ronaldo  net buiten de zestien. Over. 51' Shaqiri probeert Patricio te verrassen door een vrije trap in de  korte hoek  te schieten, maar de Portugese doelman staat op te letten. RUST Remo Freuler wordt vervangen door Denis Zakaria 45' Tweede helft begonnen.  Eén goaltje voor de Zwitsers de komende 45 minuten, en de rollen zijn omgedraaid. 45'+1' Einde eerste helft. De Portugezen gaan  tevreden  rusten. Bij deze stand is het WK bereikt, en moet Zwitserland playoffs spelen. 45'+1' Gele kaart Eliseu 41' GOAL! 1-0 Portugal!  Doelpunt João Mário João Mário lijkt 'm te maken, maar het is Djourou die de bal over de eigen doellijn loopt. Niet dat iemand daar in Portugal om maalt. 40' Nu schreeuwt Portugal om een strafschop vanwege  hands , maar Cakir wil opnieuw van niets weten. 35' Seferovic valt na een stevig duel in het strafschopgebied, maar de bal gaat niet op de stip. De Turkse arbiter Cakir ziet er niets in. Tien minuten tot de rust, en nog niet gescoord in Lissabon.  Bij deze stand grijpen de Zwitsers het directe ticket. 27' Gele kaart Remo Freuler 23' Het affiche is spectaculair, de wedstrijd tot dusver niet. Halverwege de eerste helft zijn er nog  geen grote kansen  te noteren geweest. Zwitserland heeft na negen wedstrijden in de WK-kwalificatie de maximale score van 27 punten, maar toch kan de ploeg van bondscoach Vladimir Petkovic nog naast een ticket voor het WK grijpen. De ongeslagen koploper van groep B heeft in Lissabon wel genoeg aan een gelijkspel tegen Europees kampioen Portugal.  ,,Dit is een unieke situatie die slechts sporadisch voorkomt in een kwalificatiereeks'', zegt de Zwitserse middenvelder Granit Xhaka. ,,Deze wedstrijd voelt bijna als een WK-finale."" Portugal verloor in september vorig jaar, zonder de toen geblesseerde Cristiano Ronaldo, de openingswedstrijd tegen Zwitserland in Basel met 2-0. Sindsdien loopt de ploeg van bondscoach Fernando Santos steeds drie punten achter op de Zwitsers. Beide landen rijgen de zeges aaneen, waardoor het in het Estádio da Luz van Benfica tot een rechtstreeks gevecht om kwalificatie voor het WK komt. Portugal gaat bij winst naar het WK, omdat het over een flink beter doelsaldo beschikt. Bij ieder ander resultaat kunnen de Zwitsers de tickets naar Rusland boeken. Voor de nummer twee wacht een plek in de play-offs. ,,Als we we het halen zijn we helden, als we verliezen zijn we 'losers'. Het klinkt hard, maar zo is het wel'', zei Xhaka, middenvelder van Arsenal. ,,Die negen overwinningen op rij zijn nu niet relevant. We gaan niet negentig minuten lang verdedigen, dat past niet bij onze stijl. Ik ben ervan overtuigd dat we Portugal kunnen verslaan of ieder geval een punt pakken. Maar ik weet ook dat we met 27 punten, een record voor Zwitserland, in de play-offs terecht kunnen komen.''",2017-10-10T18:53:00
,
,
,
,
